30733,Apple,iPhone,012158006170385,310120470752760,015102382978,SPR,Sprint
24348,Apple,iPhone,012161001688967,310070883052847,019252467485,ATT,AT&T
18376,Apple,iPhone 4,012536000517999,310070974868329,014155663377,ATT,AT&T
26471,Apple,iPhone 4,012536004797648,310160811841933,019256618939,TMO,T-Mobile
20876,Apple,iPhone 5S,013883004958314,310070111632912,019258668166,ATT,AT&T
24720,Apple,iPhone,011812006768419,310170514712090,019252092280,TMO,T-Mobile
19374,Apple,iPhone,012159006290065,310120803436118,015101514452,SPR,Sprint
26569,Apple,iPhone,011744007097243,310120050834352,019259738091,SPR,Sprint
20432,Apple,iPhone 4,012417001656639,310170880378710,014083328460,TMO,T-Mobile
384,Samsung,Galaxy SIII,352260053458499,310012982355828,015101483183,VZN,Verizon
15821,Apple,iPhone,012159007918675,310160465249948,015102600663,TMO,T-Mobile
6491,Apple,iPhone 5S,013883003214900,310120986963931,015104802963,SPR,Sprint
24185,Apple,iPhone 4,012430000537549,310070386302084,019253305166,ATT,AT&T
28052,Apple,iPhone,012158009577831,310070453165055,016508237573,ATT,AT&T
20954,Apple,iPhone,011245001976457,310012789626054,019259440217,VZN,Verizon
13612,Nokia,6233,352749011397273,310012806790378,014150627319,VZN,Verizon
9995,Apple,iPhone 5S,013883009340928,310170079606335,014151086546,TMO,T-Mobile
26780,Motorola,Defy Mini,351914059025894,310070162708077,019252135204,ATT,AT&T
30211,Samsung,Galaxy SIII,352260059096939,310170487680804,017071372679,TMO,T-Mobile
26333,Nokia,6210 Navigator,352914023540315,310120179588354,015108566035,SPR,Sprint
18968,Apple,iPhone 5S,013883006154915,310012125499190,015100345264,VZN,Verizon
9623,Apple,iPhone 4,012417006037963,310120751534395,014082288734,SPR,Sprint
16822,Nokia,3410,350994808043550,310170694407749,015104878888,TMO,T-Mobile
23201,Google  Galaxy,Nexus,351746055091736,310160642033091,014157995468,TMO,T-Mobile
17547,Apple,iPhone,012159005340398,310012496029771,019257280325,VZN,Verizon
18207,Nokia,6310i,351488203959729,310070040963178,019259929113,ATT,AT&T
9463,Nokia,3410,351484201588550,310120877475585,016501855202,SPR,Sprint
8859,Apple,iPhone 4,012417002320471,310070448268573,017073394260,ATT,AT&T
30417,Nokia,6310i,351488200318636,310012478299186,014152027337,VZN,Verizon
20067,Sony Ericsson,K770i,352384021017585,310012707662019,019255984430,VZN,Verizon
11032,Google  Galaxy,Nexus,351746056694308,310012698281360,014085277904,VZN,Verizon
20119,Apple,iPhone,012268008728496,310012935416784,016501955623,VZN,Verizon
4290,Apple,iPhone,011808004153711,310012167992691,019254491288,VZN,Verizon
14864,ZTE,Blade,353160041841742,310120864295481,016500965782,SPR,Sprint
30311,Apple,iPhone,011364003643256,310070597642494,014152444405,ATT,AT&T
27921,Apple,iPhone,011364001124887,310160875077635,016505936108,TMO,T-Mobile
30042,Apple,iPhone,011364001698917,310070848398818,019256101459,ATT,AT&T
13670,Google  Galaxy,Nexus,351746057141861,310160170607682,017076399044,TMO,T-Mobile
26653,Apple,iPhone 5S,013883003715679,310012418139421,014089350363,VZN,Verizon
30093,Apple,iPhone 4,012542001304241,310120908518034,015103412062,SPR,Sprint
26524,Apple,iPhone 4,012337009606155,310120782220198,017070575659,SPR,Sprint
18025,Apple,iPhone 5,013327002506899,310160991905951,016500400516,TMO,T-Mobile
11459,ZTE,Blade,353160043842799,310120832329259,014153261960,SPR,Sprint
4220,Apple,iPhone,012159008557755,310170186709931,019251030408,TMO,T-Mobile
19201,Apple,iPhone 4,012338004949805,310120922031985,014151711988,SPR,Sprint
24056,Sony Ericsson,Xperia S,351710057111257,310160765785867,014087264204,TMO,T-Mobile
24207,Apple,iPhone 4,012536004124743,310120114287002,015100458098,SPR,Sprint
12117,Apple,iPhone,012158004611007,310120944034389,014081233958,SPR,Sprint
17428,Motorola,Defy Mini,351914055200899,310012847949950,014157731717,VZN,Verizon
25456,Apple,iPhone,011612005067218,310012138492566,014158323636,VZN,Verizon
15338,Apple,iPhone 4,012337002317304,310120408048901,014157519322,SPR,Sprint
8999,Apple,iPhone 5S,013883005843068,310012715315606,014153712792,VZN,Verizon
30937,Apple,iPhone 4,012430009581069,310070607399433,014156191585,ATT,AT&T
16835,Motorola,Defy Mini,351914055996699,310012180012223,014150243554,VZN,Verizon
2129,Nokia,3410,350994806975624,310160903791925,019250634616,TMO,T-Mobile
2625,Nokia,6310i,351549003900930,310160518757602,015101618583,TMO,T-Mobile
29145,Apple,iPhone 4,012536006113122,310120419533522,017079017119,SPR,Sprint
29411,Apple,iPhone 4,012430000249985,310160085639793,015106435250,TMO,T-Mobile
2088,Apple,iPhone 4,012430000039296,310120379387797,014159967749,SPR,Sprint
28096,Apple,iPhone,012159001663450,310012631632852,014150091564,VZN,Verizon
26869,Nokia,6233,352749019486876,310170917161772,016501180170,TMO,T-Mobile
24001,Nokia,3410,350994807980854,310012632076148,014159560485,VZN,Verizon
11258,Apple,iPhone,011808000391922,310120877346747,015102387877,SPR,Sprint
16805,Apple,iPhone 4S,013006000429881,310070688481121,016502085238,ATT,AT&T
19479,Nokia,3410,351484202079862,310170758899046,014083130623,TMO,T-Mobile
11022,Nokia,3410,351484204714196,310160618080270,014089756628,TMO,T-Mobile
25739,Apple,iPhone,011300007882461,310012682369770,017073457380,VZN,Verizon
405,Apple,iPhone,011364004104117,310070152106328,014089160467,ATT,AT&T
27690,Nokia,E72-1,351513044440201,310170902537843,017070227728,TMO,T-Mobile
17111,Apple,iPhone,011300008826506,310070741029207,016501954046,ATT,AT&T
3034,Apple,iPhone 4,012338007517997,310160177695132,019259757025,TMO,T-Mobile
5944,Apple,iPhone 4,012337008321477,310012620813434,019251827824,VZN,Verizon
4547,Samsung,Galaxy SIII,352260051035386,310120982892864,019250724383,SPR,Sprint
1339,Apple,iPhone 4,013263001797546,310012160993656,017079698325,VZN,Verizon
16728,Apple,iPhone,011934001827929,310120959047402,015104817863,SPR,Sprint
18306,Apple,iPhone,011808009380061,310012317409824,016508873892,VZN,Verizon
14184,Nokia,3410,350994804999145,310170769403393,015108048531,TMO,T-Mobile
2694,Sony Ericsson,K770i,352384028027191,310070449082627,016507099025,ATT,AT&T
11113,Apple,iPhone,012161004408651,310120880282936,017074691279,SPR,Sprint
7894,Apple,iPhone 4,012430002922917,310012475081639,014085578855,VZN,Verizon
12920,Nokia,6310i,351488203561464,310170627726626,019256599257,TMO,T-Mobile
25446,ZTE,Blade,353160045902028,310170634113867,019256898060,TMO,T-Mobile
11968,Apple,iPhone 4,013263000176314,310120981839389,016500407494,SPR,Sprint
16422,Apple,iPhone 4,013263006866699,310160554313127,014154343828,TMO,T-Mobile
17190,Nokia,3410,350890809220365,310170182926330,019250056046,TMO,T-Mobile
9664,Samsung,Galaxy SIII,352260055993047,310170769284714,014089258894,TMO,T-Mobile
18965,Apple,iPhone 4,012337004848020,310170304277155,014151172317,TMO,T-Mobile
19873,Apple,iPhone 4,012417005781781,310120770971725,014156328553,SPR,Sprint
29302,Apple,iPhone,011808003235909,310170831290615,015106350361,TMO,T-Mobile
28485,Apple,iPhone,011612006263578,310012185341211,017073907779,VZN,Verizon
26026,Nokia,3410,350890803412558,310170034929614,015101306488,TMO,T-Mobile
1389,Apple,iPhone,011612002181156,310120905572470,014083543522,SPR,Sprint
15540,Apple,iPhone,011300007675041,310160646419637,014089093437,TMO,T-Mobile
5107,Sony Ericsson,K770i,352384027758519,310070401073645,014157011549,ATT,AT&T
24190,Motorola,Defy Mini,351914058678965,310160630650640,016500845389,TMO,T-Mobile
991,Google  Galaxy,Nexus,351746053867239,310070121887843,017070173347,ATT,AT&T
10393,Apple,iPhone,012158000214034,310120403896812,016505158938,SPR,Sprint
18229,Apple,iPhone 4S,013006000074197,310160375882640,016508564270,TMO,T-Mobile
9055,Apple,iPhone 4,012542001496147,310012953190244,014155960866,VZN,Verizon
28032,Apple,iPhone 4S,013006004028650,310160667592916,017077091773,TMO,T-Mobile
17892,Apple,iPhone,011364005440921,310170841918819,014080868599,TMO,T-Mobile
8141,Apple,iPhone,011300004143346,310012451884764,017072468552,VZN,Verizon
26806,Nokia,6310i,351488206600235,310170348494582,014152238393,TMO,T-Mobile
23627,Apple,iPhone 4,012337008407011,310012796218633,014084136188,VZN,Verizon
9280,Apple,iPhone,012158002903546,310170552316536,015104332093,TMO,T-Mobile
7540,Apple,iPhone 4,012542006066310,310012506687298,014080925488,VZN,Verizon
26684,Apple,iPhone 4,012542001953212,310070484623984,017070155564,ATT,AT&T
20085,Sony Ericsson,K770i,352384029381356,310160149399356,015108426401,TMO,T-Mobile
23811,Apple,iPhone 4,012337009432015,310120397199199,014086184153,SPR,Sprint
30915,Apple,iPhone,011612003610025,310160059058695,016501500055,TMO,T-Mobile
1686,Google  Galaxy,Nexus,351746054988234,310160597238573,017077258458,TMO,T-Mobile
15219,Nokia,E72-1,351513040756465,310160458593625,014087415029,TMO,T-Mobile
6688,Apple,iPhone 5S,013883003453942,310170345630661,016502118284,TMO,T-Mobile
18485,Apple,iPhone,011812007753599,310070484098112,014153197936,ATT,AT&T
22843,Apple,iPhone 5S,013883005488190,310012842620921,019250297746,VZN,Verizon
1677,Samsung,Galaxy SIII,352260052825200,310012887614112,015108289010,VZN,Verizon
19809,Apple,iPhone,012161003133708,310120535961488,017075617567,SPR,Sprint
11088,Nokia,3410,350890806760034,310070143401418,015105961516,ATT,AT&T
15176,Apple,iPhone 5,013327001750578,310012206904478,019255337377,VZN,Verizon
4773,Apple,iPhone 5S,013883007767319,310120680495286,014080894972,SPR,Sprint
13610,Motorola,Defy Mini,351914053385837,310012806790378,014150627319,VZN,Verizon
23107,Apple,iPhone,011812008884368,310070015331106,017074456334,ATT,AT&T
14796,Motorola,Defy Mini,351914056086307,310160261129845,014150384309,TMO,T-Mobile
25238,Apple,iPhone,012161008863900,310170911478998,016508843210,TMO,T-Mobile
12952,Apple,iPhone,012268009270661,310160479015194,017070807194,TMO,T-Mobile
973,Apple,iPhone,011808007674821,310070052733964,015102149317,ATT,AT&T
4594,Apple,iPhone,011812009243731,310120891195161,015105306734,SPR,Sprint
10501,Sony Ericsson,K770i,352384028223297,310070295701993,016505359586,ATT,AT&T
30066,Sony Ericsson,K770i,352384021584852,310170893233791,014155547634,TMO,T-Mobile
9670,Apple,iPhone,011812006670379,310070918775181,014081334750,ATT,AT&T
21879,Nokia,3410,350994808355169,310070625278492,017076586144,ATT,AT&T
24697,Apple,iPhone 4,012417002418917,310070180287856,014151722405,ATT,AT&T
27675,Apple,iPhone,011934000314805,310012221738422,014158195351,VZN,Verizon
7990,Nokia,6310i,351488202181523,310012680573605,014156316183,VZN,Verizon
22566,Apple,iPhone,012161001203354,310120131044975,015106291185,SPR,Sprint
871,Apple,iPhone,011300000018059,310012818005319,014152821309,VZN,Verizon
23401,ZTE,Blade,353160045953427,310070889479481,019253479769,ATT,AT&T
26734,Nokia,3410,351484205011501,310160615733636,017077033014,TMO,T-Mobile
30803,Apple,iPhone 4,012336009977498,310070705726606,016501117767,ATT,AT&T
5260,Nokia,6310i,351549001087173,310160684405439,017078981233,TMO,T-Mobile
1211,Apple,iPhone 4,013263003363248,310070967503735,015100525526,ATT,AT&T
3749,Apple,iPhone 4,012338002647370,310120629925309,017073181290,SPR,Sprint
4756,Samsung,Galaxy SIII,352260050380022,310012628798293,014152137986,VZN,Verizon
5346,Apple,iPhone,011245009385336,310160778520904,014083643060,TMO,T-Mobile
28767,Apple,iPhone,011245000169488,310012244067196,019252459612,VZN,Verizon
18067,Apple,iPhone,011808004512440,310120854251158,014151303951,SPR,Sprint
21713,Apple,iPhone 4,013263004827751,310120144117980,014086679430,SPR,Sprint
12500,Apple,iPhone 5,013327005603756,310012229881049,017077334648,VZN,Verizon
26067,Apple,iPhone 4,012536001784268,310120022716656,015104606502,SPR,Sprint
16209,Apple,iPhone,011808001997465,310070495875078,017077442954,ATT,AT&T
4842,Apple,iPhone,012161004275600,310070317132792,014150865233,ATT,AT&T
4788,Samsung,Galaxy SIII,352260053422690,310120856850032,015101419207,SPR,Sprint
6636,Motorola,Defy Mini,351914053174550,310012974576492,017073868838,VZN,Verizon
195,Sony Ericsson,K770i,352384021367183,310160716079815,016508726909,TMO,T-Mobile
24735,Apple,iPhone,011245000086459,310012641689835,015108680045,VZN,Verizon
13967,Apple,iPhone,011812001260504,310160000543709,016507527565,TMO,T-Mobile
18484,Apple,iPhone,011364009705755,310160482466586,014156347508,TMO,T-Mobile
16851,Apple,iPhone 5S,013883000052373,310160060239951,017070291097,TMO,T-Mobile
27404,Apple,iPhone,011364001072039,310070509546265,015108545871,ATT,AT&T
27738,Apple,iPhone,011808005289156,310170724237581,014152960563,TMO,T-Mobile
8672,Apple,iPhone 4,013263006895155,310170528073993,017077692210,TMO,T-Mobile
1094,Apple,iPhone 4,012338002739559,310160234124568,014159840141,TMO,T-Mobile
8066,Apple,iPhone 5,013327003392541,310120345226978,019257141048,SPR,Sprint
18092,Apple,iPhone,011948002978391,310012364990147,017076432148,VZN,Verizon
9508,Apple,iPhone,011948000869613,310070026816726,015101216139,ATT,AT&T
19171,Apple,iPhone 5S,013883000985247,310070685458627,019253458945,ATT,AT&T
10817,Apple,iPhone,012268008280781,310012175764509,014159402843,VZN,Verizon
13801,Apple,iPhone,011364003213786,310120348881819,015105556100,SPR,Sprint
26671,Apple,iPhone,012161001793666,310170163234387,017077623124,TMO,T-Mobile
20744,Apple,iPhone,012161000248202,310160386631875,019255515228,TMO,T-Mobile
11457,Nokia,6233,352749019378813,310170257294150,014084256475,TMO,T-Mobile
1526,Nokia,6233,352749019951483,310070665223488,019256836011,ATT,AT&T
28205,Nokia,6233,352749014743259,310070548813599,019254979277,ATT,AT&T
10253,Apple,iPhone 4,012338003006456,310170790049510,014081160823,TMO,T-Mobile
28,Apple,iPhone 4,012337000000379,310070960981733,019253470297,ATT,AT&T
10266,Apple,iPhone 4,012536007926489,310070288418420,019259545805,ATT,AT&T
1039,Apple,iPhone 4,012417009740065,310012270966425,014158463880,VZN,Verizon
3742,Apple,iPhone,012158007002578,310070321947328,016508700636,ATT,AT&T
16303,Apple,iPhone,011612007918046,310070444968283,019252812247,ATT,AT&T
18100,Nokia,6210 Navigator,352914029534494,310120251728709,014154677478,SPR,Sprint
15056,ZTE,Blade,353160048183930,310012808274860,014152474585,VZN,Verizon
4262,Apple,iPhone,011245005680983,310120752639816,016501906010,SPR,Sprint
20140,Apple,iPhone 4S,013006006711573,310170537336079,014159744948,TMO,T-Mobile
3632,Apple,iPhone 4,012338007462821,310120533179897,014088267204,SPR,Sprint
16282,Apple,iPhone 4,012542001185114,310012535804366,014158482078,VZN,Verizon
20651,Motorola,Defy Mini,351914053378675,310170277766643,017079692365,TMO,T-Mobile
17891,Apple,iPhone,011948001953306,310170841918819,014080868599,TMO,T-Mobile
25255,Apple,iPhone,012161008635673,310170622862558,016502053251,TMO,T-Mobile
8215,Motorola,Defy Mini,351914054508180,310070259882028,015108592244,ATT,AT&T
13125,Apple,iPhone 5S,013883007191740,310170023881154,017071823096,TMO,T-Mobile
16936,Apple,iPhone 4,012430005045205,310070562030239,016508617261,ATT,AT&T
23153,Apple,iPhone 4,012542001432914,310012036681317,014155652101,VZN,Verizon
1581,Nokia,3410,350994807630679,310120038770847,014151806822,SPR,Sprint
25927,Apple,iPhone,012158006792712,310070818702853,017074669647,ATT,AT&T
15846,Apple,iPhone 5S,013883000017602,310160037639887,014154215409,TMO,T-Mobile
6948,Apple,iPhone,012161007686344,310160773556940,019253460179,TMO,T-Mobile
28570,Samsung,Galaxy SIII,352260052577433,310120602365433,015104756242,SPR,Sprint
12666,Motorola,Defy Mini,351914058737334,310012534151739,016507773929,VZN,Verizon
23533,Apple,iPhone,011744001947381,310070877010429,017072814871,ATT,AT&T
6015,Apple,iPhone,011744000388350,310170358658257,014155207495,TMO,T-Mobile
11192,Apple,iPhone 5,013327002751105,310170124430701,019253289798,TMO,T-Mobile
30106,Apple,iPhone,011364009134737,310070378415591,019253959419,ATT,AT&T
20530,Apple,iPhone 5S,013883007109790,310170494563906,017070359957,TMO,T-Mobile
30888,Nokia,6210 Navigator,352914020868993,310170933452030,016500775508,TMO,T-Mobile
14348,Nokia,E72-1,351513044447638,310120915087792,019251112403,SPR,Sprint
26759,Apple,iPhone 4,012536006704939,310070957064169,017077576905,ATT,AT&T
11722,Nokia,6310i,351488200925518,310070585628306,014158852332,ATT,AT&T
18504,ZTE,Blade,353160040656555,310012576216720,014151401812,VZN,Verizon
3507,Google  Galaxy,Nexus,351746050011220,310012133541019,016503101909,VZN,Verizon
4908,Apple,iPhone,011808002457654,310070830174622,016503646574,ATT,AT&T
23260,Nokia,6233,352749016924327,310120745129609,019250180457,SPR,Sprint
8287,Apple,iPhone,012159002803460,310012342988868,019251268622,VZN,Verizon
14561,Apple,iPhone,012159003563326,310012379977824,014082862754,VZN,Verizon
7497,Sony Ericsson,Xperia S,351710053962293,310160325328862,017078470476,TMO,T-Mobile
15153,Apple,iPhone 4,012430008748431,310070864396283,014084005820,ATT,AT&T
25069,Apple,iPhone,011948005806276,310120762803007,017073538250,SPR,Sprint
18741,Apple,iPhone,011245004451251,310012024718954,019257726034,VZN,Verizon
22715,Apple,iPhone,012159007450327,310012583808032,015106676575,VZN,Verizon
27913,Apple,iPhone,011744000020540,310120641966864,014088582857,SPR,Sprint
14282,Nokia,6233,352749011130461,310070368423738,017077128724,ATT,AT&T
6876,Apple,iPhone 4,012336006695220,310170220692239,014084482256,TMO,T-Mobile
2057,Apple,iPhone 5S,013883007608456,310170497827106,014159921253,TMO,T-Mobile
9231,Apple,iPhone 4,012430001535157,310120767937645,016506908992,SPR,Sprint
17556,Nokia,3410,350890805786682,310012257418516,017077668008,VZN,Verizon
21329,Apple,iPhone 5S,013883004106791,310170538679415,015107827598,TMO,T-Mobile
15574,Apple,iPhone 4S,013006005370552,310170542123579,014082579026,TMO,T-Mobile
3509,Nokia,6210 Navigator,352914027535192,310170938709135,016500872981,TMO,T-Mobile
14833,Apple,iPhone,011808004145634,310160429651680,019257875708,TMO,T-Mobile
233,Apple,iPhone,012161004577130,310170951875627,014152857885,TMO,T-Mobile
7602,Apple,iPhone 4,012536003814058,310160578911906,015104735802,TMO,T-Mobile
22314,Apple,iPhone 4,012417006337503,310012567357894,019252200925,VZN,Verizon
12420,Apple,iPhone 4,012536003175731,310070133510031,017075167244,ATT,AT&T
30330,Apple,iPhone 4,012536007764566,310070669444485,019255427087,ATT,AT&T
17968,Apple,iPhone,011364007053053,310012866534726,014150887535,VZN,Verizon
16124,Google  Galaxy,Nexus,351746056132881,310070678517684,017077671987,ATT,AT&T
25636,Nokia,3410,350994809608617,310120899967869,017070774136,SPR,Sprint
22964,Motorola,Defy Mini,351914053534914,310070635368277,014084521345,ATT,AT&T
6010,Apple,iPhone 4,012430003871451,310070275303913,014159298865,ATT,AT&T
23953,Google  Galaxy,Nexus,351746056390115,310120384700845,016508076387,SPR,Sprint
17978,Apple,iPhone,012158003274839,310070427386784,019255375112,ATT,AT&T
8607,Google  Galaxy,Nexus,351746053890553,310012904779994,014157529099,VZN,Verizon
14649,Nokia,6310i,351488201969096,310170667053304,019256420374,TMO,T-Mobile
26546,Apple,iPhone,011364006081292,310170742694260,016503656141,TMO,T-Mobile
16973,Sony Ericsson,Xperia S,351710050358574,310120475595511,014087107391,SPR,Sprint
22040,Nokia,E72-1,351513047235564,310012293912284,014084418478,VZN,Verizon
13191,Apple,iPhone,011245003306443,310070020992262,014087152089,ATT,AT&T
26306,Google  Galaxy,Nexus,351746052215945,310070349820880,016505426312,ATT,AT&T
15941,Apple,iPhone,011948002613026,310120513177203,014157708581,SPR,Sprint
665,Nokia,6310i,351549005850134,310160670814011,017070740623,TMO,T-Mobile
26726,Samsung,Galaxy SIII,352260054311138,310070031823926,019258546364,ATT,AT&T
7554,Samsung,Galaxy SIII,352260051968025,310120092379291,019257402641,SPR,Sprint
25277,Apple,iPhone 4,012338004143954,310160188406739,016500224950,TMO,T-Mobile
6691,Nokia,E72-1,351513045969657,310120659268517,017074052744,SPR,Sprint
12096,Sony Ericsson,Xperia S,351710058487228,310170359789462,015100046107,TMO,T-Mobile
14554,Samsung,Galaxy SIII,352260057236499,310160893286773,017070974740,TMO,T-Mobile
7978,Motorola,Defy Mini,351914057104773,310070163532835,015108849653,ATT,AT&T
27344,Apple,iPhone,012161005598405,310120247333884,014080894658,SPR,Sprint
10672,Nokia,6310i,351549004257184,310012436795212,019259460628,VZN,Verizon
29303,Apple,iPhone,012161001754649,310070610762881,014081964088,ATT,AT&T
1646,Motorola,Defy Mini,351914058610523,310012782102566,019251358924,VZN,Verizon
9823,Apple,iPhone 4,012337003250310,310070852844837,016502021234,ATT,AT&T
24738,Apple,iPhone 4S,013006002883099,310120310832424,017072803216,SPR,Sprint
7516,Apple,iPhone,011934009843400,310160149009737,015109117406,TMO,T-Mobile
12308,Nokia,E72-1,351513040728722,310170526153980,016508783976,TMO,T-Mobile
23141,Apple,iPhone,012159004819761,310012224404621,019252617086,VZN,Verizon
816,Sony Ericsson,Xperia S,351710055215667,310012101623772,016508469823,VZN,Verizon
26882,Nokia,6310i,351488209698159,310070065944410,017077526170,ATT,AT&T
18481,Sony Ericsson,Xperia S,351710057177289,310160257929326,015104358867,TMO,T-Mobile
7319,Apple,iPhone,011812005046112,310120948791224,015109816272,SPR,Sprint
29024,Apple,iPhone 5S,013883001368651,310120954522596,014089739324,SPR,Sprint
14,Apple,iPhone,011934002814523,310170510678996,016506475740,TMO,T-Mobile
10230,Nokia,3410,350994802286159,310170712023150,019251161009,TMO,T-Mobile
29502,Sony Ericsson,K770i,352384027773655,310170081981385,014157561358,TMO,T-Mobile
8061,Apple,iPhone,011612005779658,310160215333721,019252523337,TMO,T-Mobile
2016,Nokia,3410,350994800364667,310170338022161,014085752952,TMO,T-Mobile
6982,Nokia,3410,350994800957094,310170334192084,015109393586,TMO,T-Mobile
6468,Apple,iPhone,011245005411958,310012385027542,015100199040,VZN,Verizon
12553,Nokia,6210 Navigator,352914029516863,310170953660759,016502598724,TMO,T-Mobile
28042,Nokia,E72-1,351513048744467,310170309373505,015106362522,TMO,T-Mobile
6341,Apple,iPhone 4,012336003442214,310160388776350,019252631723,TMO,T-Mobile
22743,Apple,iPhone 4,012430001028484,310170875378836,017079254491,TMO,T-Mobile
23488,Apple,iPhone,011300008737411,310012549834381,014088607147,VZN,Verizon
31048,Apple,iPhone,011948003429466,310160396345903,014155671459,TMO,T-Mobile
23671,Apple,iPhone,011812009824012,310160309619702,017074088392,TMO,T-Mobile
12022,Apple,iPhone 5,013327009367528,310160779653185,015108763562,TMO,T-Mobile
2031,Apple,iPhone,011364006082212,310160325508612,014086760164,TMO,T-Mobile
3211,ZTE,Blade,353160042175689,310160385151553,016508063410,TMO,T-Mobile
24868,Apple,iPhone 4,012337006646630,310012666158813,016506097917,VZN,Verizon
27507,Apple,iPhone 4,012542001408615,310012863795879,017079470865,VZN,Verizon
2532,Motorola,Defy Mini,351914052817809,310012838579450,019254222402,VZN,Verizon
1478,Sony Ericsson,Xperia S,351710054766844,310170814363873,015104215676,TMO,T-Mobile
16566,Nokia,6310i,351488206208419,310170866802238,014083509068,TMO,T-Mobile
26091,Apple,iPhone 4,012338004644157,310070518957202,014158257961,ATT,AT&T
23712,Apple,iPhone 4,012337002409042,310160109398644,015100121644,TMO,T-Mobile
25579,Apple,iPhone,011934009558803,310070495503634,014159577543,ATT,AT&T
4520,Apple,iPhone 4,013263008613330,310120385470179,014082931065,SPR,Sprint
11855,Nokia,3410,351484201913946,310120724563898,019251913211,SPR,Sprint
21812,Samsung,Galaxy SIII,352260057537756,310120999055068,014158031853,SPR,Sprint
30772,Nokia,6310i,351549006964862,310160908341534,015106013303,TMO,T-Mobile
16025,Apple,iPhone 5S,013883000599967,310170049254029,019253485744,TMO,T-Mobile
22225,Apple,iPhone,011812002486732,310160954589721,014082332828,TMO,T-Mobile
2959,Apple,iPhone,012268006191671,310070228913248,014084462305,ATT,AT&T
30377,Apple,iPhone,011934000758922,310070294606914,016500143372,ATT,AT&T
